user_id,name,time,rating,text,pics,gmap_id,place,time_resp,resp,feeling,feeling_resp
1.0892683919144133e+20,Christopher Thomas Constantino,2021-06-12 23:27:17.434,4,Great pet friendly place on the American River.  Spacious cottages and full kitchens. Looks recently updated.,"[{'url': ['https://lh5.googleusercontent.com/p/AF1QipMzqA6L8syejYIyMFR9RaYfGHYSZSyWjmdZ1Bs0=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipNgRSp0ziqYg-UT48CCDr13tFI5bzhVIg7nzA9q=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipOzhKOPYozT7R_OsfSSJyczXaYjWyz4MrY1LoQu=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipNaKvP1wt418VtNS814l-RsOxSKS0FZt6Y1SjJ9=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipPULyRVrRgI77PtyeRYRLU6kab3W3MrdT65LEZi=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipOM88dgV33jQTJqwhSjkJ24cRk7M4W3ZIL5Qy3R=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipO3GOd6ERFAxisPNOtDm2yWEN2JLqDYFzi-B_WA=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipN5sy8o8IKvKnN9xdKREKdnhG5kbS_c7ZG70kMI=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMWYKniScArdyPTkN1yuiSET03ihXOghZEvYhk3=w150-h150-k-no-p']}]",0x809a55833fbe05ad:0xee6507787fb6a26c,California,2021-06-15 14:39:44.860,Thank you for the review and photos Christopher ! Its greatly appreciated 👍,Positive,Positive
1.1478351522509277e+20,Valley Girl,2020-11-06 01:35:04.569,5,Beautiful outdoorsy getaway. Kitchenette cottages are so comfy. Great for wedding parties.,,0x809a55833fbe05ad:0xee6507787fb6a26c,California,2021-01-18 16:55:19.328,Thank you Valley Girl !! Come back again sometime! ♡,Positive,Neutral
1.1583065742891826e+20,John Barringer,2020-11-01 03:06:47.321,5,I was the chef at this evening's wedding. I was blown away by the expanse and the amenities. Beautiful,,0x809a55833fbe05ad:0xee6507787fb6a26c,California,2020-11-01 02:12:50.230,Thank you John! It means alot to us that you took the time to review Coloma Cottages. Please come back as a guest sometime 🙏 ☺,Positive,Neutral
1.0830604290829653e+20,Missey Iverson,2021-06-08 15:35:00.137,5,I am trying  to book a small cabin.  Help.  😆,,0x809a55833fbe05ad:0xee6507787fb6a26c,California,2021-06-08 15:56:07.495,"Well this is a first 😄 if you are in fact trying to book, just visit our website. But thanks for the 5☆'s 💙",Negative,Positive
1.165938713944733e+20,Larry S.,2018-04-09 16:11:16.898,5,"My kids and I spent part of last week in Coloma Cottages, and we would highly recommend the Cottages. The location of the cottages is right on the river as advertised and the grounds of the cottages is very nice and comfortable for adults or kids. Also, the location is really just a 5 minute walk to the historic town, and very conveniently located for us to go rafting and enjoy the area.

The cottage we stayed in was the Rio Azul, and it was both very clean and comfortable for my family. The rooms and bedrooms were great and the kitchen was easy to cook dinner in.

I give them 5 stars.",,0x809a55833fbe05ad:0xee6507787fb6a26c,California,2020-06-18 20:41:34.586,Thank you Larry! Its river time again!,Positive,Neutral
1.0626416327867258e+20,Kellie Kerns,2019-08-16 21:49:18.150,5,Phenomenal Spot,,0x809a55833fbe05ad:0xee6507787fb6a26c,California,2020-06-18 20:42:08.031,Thank you Kellie!,Positive,Neutral
1.038792438069802e+20,Karen Oliveira,2020-08-20 15:20:18.893,5,,,0x809a55833fbe05ad:0xee6507787fb6a26c,California,2020-08-20 16:43:00.124,Thank you so much Karen!,No message,Positive
1.0611008485911985e+20,Lou Mezzy,2020-12-18 19:52:59.367,5,,[{'url': ['https://lh5.googleusercontent.com/p/AF1QipNqKXLvUi1GIWTwomzlxswOHASnNfOdEherDUr3=w150-h150-k-no-p']}],0x809a55833fbe05ad:0xee6507787fb6a26c,California,2021-01-18 16:54:33.639,♡ thank you!,No message,Neutral
1.1741808495955449e+20,Tatyana Travkina,2019-06-14 14:18:44.130,5,,,0x809a55833fbe05ad:0xee6507787fb6a26c,California,2020-06-18 20:39:40.320,Thank you Tatyana! Come.back again!,No message,Neutral
1.1129604317519048e+20,Sacramento Taxi Yellow Cab,2019-06-23 16:39:58.377,5,,,0x809a55833fbe05ad:0xee6507787fb6a26c,California,2020-06-18 20:42:24.270,Thank you so much!!,No message,Positive
1.088663218477121e+20,Jared Hill,2020-09-17 00:36:13.829,3,"Old rundown motel with alot of charm & many memories at a reasonable relaxing patio,pool & rose garden environment 💕😎","[{'url': ['https://lh5.googleusercontent.com/p/AF1QipMXXp_DSizH4yB_TxsCNilZZwHMoj2I_J79_cxK=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipNRfBQVVAx2Rp84Odal7IPN7VyNz-xd1nG3Yd-0=w150-h150-k-no-p']}]",0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,Positive,No message
1.0838753794982014e+20,Dalana Wngwlf,2020-10-29 21:01:53.897,2,Older building although it's got what it needs to sleep and to shower.,,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,Positive,No message
1.011678302529351e+20,Cecileen Nova,2019-07-04 03:08:30.920,4,"Nice on the outside, had the option to pay cash which i liked. I could unfortunately hear all the neighbors and their kids. But the rooms look nice. Has microwave and mini fridge, cable , store about a 2 mile walk. Next to Carls Jr., Cristianitos Camp Pendleton gate. House of Trestles Surf shop is next door, near Jack in the box and O.C tavern and other bars. 1 bus takes you to beaches and nearby shops. Also to Newport beach Fashion Island. Rooms could have a better paint job and better toiletries but it was cheap per night so i dant complain. Room got fairly hot. A.C doesnt work.",,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,Positive,No message
1.139380928532622e+20,Tim VonGlascoe,2017-05-17 12:25:43.728,4,Close to freeway with good prices. Caring manager very accommodating.,,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,Positive,No message
1.1460337515666248e+20,Only Baseball Videos,2020-10-05 20:41:44.587,5,Nice place,,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,Positive,No message
1.109492497388228e+20,Adam Rakich,2016-04-24 14:56:04.828,5,"Great place, affordable and nice service.",,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,Positive,No message
1.1818085774945727e+20,Troy Geary,2020-08-14 01:44:35.961,1,It's a place to sleeping,,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,Neutral,No message
1.0412155903672464e+20,Andre Espinosa de los Monteros,2018-09-03 06:47:59.997,5,Great!!!,,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,Positive,No message
1.1460337515666248e+20,Only Baseball Videos,2020-10-05 20:41:44.587,5,Nice place,,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,Positive,No message
1.1085466156605664e+20,Chase Larson,2021-03-14 07:31:40.845,2,,,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,No message,No message
1.0776002440152744e+20,Arturo Torres,2019-04-02 22:18:16.429,5,,,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,No message,No message
1.1496048015916451e+20,Anthony Needels,2019-06-30 23:58:28.902,3,,,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,No message,No message
1.062078522366836e+20,Bobby Berkbigler,2021-07-26 00:04:39.408,4,,,0x80dcf500f233cccb:0xe12a905dac8ce56d,California,,,No message,No message
1.1048551039407466e+20,Domh,2019-08-13 12:35:48.614,5,"They get a 5 frm me and my husband management are polite
And for where the place is located the rooms are pretty decent   and relaxing to us been going here for 3yrs now",,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Positive,No message
1.154537597993998e+20,Aquarius Love,2019-03-15 01:06:31.057,4,"In the cut,quite & clean..it's in the hood but it's a cool motel",,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Positive,No message
1.0377892018738982e+20,Abner Ordonez,2018-03-18 20:30:10.591,5,"good rooms  nice and clean and they
have cable so thats a plus.",,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Positive,No message
1.0124765506869214e+20,Joey,2019-01-23 23:17:04.691,5,#romantic #metime #quaint #allinclusive #cozy #weekendgetaway,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Negative,No message
1.1027516515569367e+20,Murishna Johnson,2019-01-06 13:50:42.038,5,The family that runs this place are good people they may not seem all that welcoming but helped when I needed the extra help while I had to stay there when I was looking for an apartment.,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Positive,No message
1.1342845337053236e+20,Green Eyez,2016-05-27 23:26:36.491,4,This is a good motel for the price wi-fi big t.v fridges and microwave,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Positive,No message
1.136089966461944e+20,Anthoniece Bryant,2016-07-15 12:01:22.473,4,"I didnt expect for ut to be as clean as it was, and their was no sing of bug infestation",,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Positive,No message
1.1732608744179873e+20,Candice Gilchrist,2018-04-17 19:21:21.438,1,Very rude. Called to get price was told to check online then hung up before I could say anything,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Negative,No message
1.0124765506869214e+20,Joey,2019-01-23 23:17:04.691,5,#romantic #metime #quaint #allinclusive #cozy #weekendgetaway,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Negative,No message
1.0777720261938722e+20,Catrina Anderson,2018-04-30 21:28:22.268,2,Horrible and cheaply put together. Linen was dinghy,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Negative,No message
1.0927418057079896e+20,Brittny Watson,2019-01-27 06:07:54.731,5,Nice rooms,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Positive,No message
1.0866016608667358e+20,Cynthia Davis,2020-09-03 18:40:44.005,5,Cheap,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Positive,No message
1.0086767987746726e+20,Wynetta Taylor,2019-05-07 16:30:30.917,5,Nice!,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Positive,No message
1.1264043077374314e+20,Ken Winston,2019-01-19 06:53:33.415,4,Comfy,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Neutral,No message
1.0771506130150344e+20,Amiya Marshall,2018-02-23 17:28:25.873,5,Love it,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Positive,No message
1.0242078590083706e+20,Eileen Santillan,2017-01-28 16:32:57.661,1,Disgusting place,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,Negative,No message
1.182789227643613e+20,Mychael Richmond,2018-02-25 01:21:34.852,4,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.0232796584712597e+20,Rodney Brown,2017-06-22 04:58:26.700,4,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.024073193252298e+20,Zeferino bais Zamudio,2016-08-02 20:40:55.175,3,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.0477124508073923e+20,Princess Ny,2018-04-04 19:17:01.266,5,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.0219119023401212e+20,Nevelle Bryant,2019-07-10 10:45:53.208,5,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.1347825804743398e+20,Wilfredo Amaya,2018-10-13 23:03:50.995,2,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.137920949515968e+20,Ericka Chacon,2017-04-04 02:24:14.210,3,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.112644480277146e+20,Dimples Foxworth,2020-12-24 03:30:40.490,5,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.091874234404056e+20,ProdbyMuseic (Kiki),2017-09-06 15:01:14.376,1,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.1843972505509849e+20,aracely Pacheco Diaz,2018-10-18 21:15:15.270,4,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.1346710723969858e+20,Cynthia Miller,2019-06-23 01:23:04.946,4,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.1275387257853302e+20,bcgottoys Brinkley,2019-07-23 23:49:38.452,3,,,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,California,,,No message,No message
1.1561029941928894e+20,Wendy Thompson,2017-01-07 16:22:12.009,3,Its affordable to live here and we appreciate being able to pay weekly and our room was clean and we haven't seen any roaches yet. There is a little drama but if you keep to yourself here then no one bothers you. The managers do a great job here. The security cameras are a bit intrusive but i don't mind because Its a very effective.,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,Positive,No message
1.056525975609663e+20,ByRon Scott,2017-01-19 22:19:36.316,3,"I liked it. They say ""You get wat you pay for."" and I aint mad...the only thing I didnt like was the community bathroom, cause I like havin my own.",,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,Positive,No message
1.083722537417118e+20,amanda spears,2019-03-13 17:11:33.420,3,It's an okay place right now can't get in because it's closed,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,Positive,No message
1.1325398910822316e+20,Mike Silva,2017-06-25 12:47:44.017,3,It is a cool little place to stay,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,Positive,No message
1.035643897323385e+20,Nick CVHC,2017-12-11 17:40:31.225,1,This is not a classy hotel 20$ a night no bathroom in your room just letting all know,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,Negative,No message
1.0161001370866196e+20,randeelee miller,2017-06-11 22:51:00.289,1,Dive & Drugs!,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,Neutral,No message
1.1290856197962932e+20,Dan Gilliland,2019-03-10 01:48:53.462,4,"(Translated by Google) NA Meeting

(Original)
NA Meeting",,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,Positive,No message
1.1681700143953484e+20,Wendy Thompson,2016-11-16 14:49:40.035,3,,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,No message,No message
1.0287962517135013e+20,Tran Star,2017-12-24 23:05:08.066,5,,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,No message,No message
1.1117339545100444e+20,Toni Correia,2017-04-21 13:56:50.832,3,,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,No message,No message
1.0826920658755876e+20,amanda Graham,2015-06-26 03:59:35.395,3,,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,No message,No message
1.1444975188613222e+20,Jessica Mendoza,2018-12-23 02:53:12.199,1,,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,No message,No message
1.1756150954777244e+20,Tiffany Carranco,2017-09-03 21:41:10.391,2,,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,No message,No message
1.0675248645687868e+20,Tammie Parmenter,2011-12-15 01:19:43.055,2,,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,No message,No message
1.1694101014898332e+20,Shawn Maloney,2018-01-28 00:27:05.324,4,,,0x809aa01973d8b303:0x274a9fb79d71bab4,California,,,No message,No message
1.14469487039899e+20,Steve Anderson,2018-03-08 00:54:48.583,5,Knights inn is closed for remodeling. I gave it 5 stars because they posted on the internet you can have all the landscape and gravel. Just come get it.,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Negative,No message
1.1362536787254898e+20,Christine 63,2017-02-17 22:06:22.800,1,"They make u pay an additional  $20 at check in for deposit but never give it back! I made the mistake of paying w debit, i called a week layer after not seeing my deposit back in my account. When i called lady named ISHA said she would take care of it and asked me for my FULL credit card # by phone. Two weeks later, still no refund!  When i complained they made up lies that items were missing from the room. TOTAL SCAM! I paid $75 to have my family stay in disgusting conditions! No towels or toiletries in rooms, there was someone else's piss left on the toilet seat. They have cable but block all the channels for their guests. There were people loitering in the hallways at all hours of the night. You can tell the let people live there. DO NOT STAY HERE!",,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Negative,No message
1.079682321414057e+20,Roman Ruiz,2015-11-27 17:58:22.659,1,This place is a dump! Dangerous! Suspicious people with suspicious agendas walking around at night. Unsafe. Getto. Weirdos. Getto disgusting Prostitutes walking around. Not a family place. Do not bring your family here. Towels are stain. Toilet was clogged. Showers without curtains. Dirty. Roaches. Stain carpets. Smells disgusting. I don't even wish this place on my worst enemy.,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Negative,No message
1.1118639833054038e+20,Eric Rivera,2012-07-23 15:53:24.216,2,"DO NOT STAY HERE! Pay an extra ten bucks and stay a couple of hotels down.

I have stayed at many Days Inns thru out the US. I find these Hotels to be a nice stay for the value. Usually clean rooms, good customer service, and clean linen. But this Hotel was dirty, Horrible customer service and dirty linen. The room was Hot and uncomfortable to sleep. The sheets were dirty with food spots and other soils. The Carpet was also dirty with spots. Wires were exposed in the wall.

I called to be changed to another room and they told me they couldn't because they were full, which was not true. I stayed here for three days and pre-paid and they wouldn't give me a refund. Next time I would totally pay an extra 10 bucks and stay at another hotel.

I will never stay at this hotel again and I do not recommend anybody else to stay here.",,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Negative,No message
1.142750307470072e+20,Scott Ward,2016-11-29 10:52:24.543,3,Actually a pretty cool Inn. I like the way it was made. Just needs a little cleaning.,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Positive,No message
1.0146068675911233e+20,james novak,2016-12-30 04:21:52.592,1,Grungy dirty rooms with old tv's and no reception. Mice. Horrible staff. Not run professional at all. I will never stay there.,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Negative,No message
1.1713396344438492e+20,Orlando Carranza,2017-01-28 02:25:56.177,2,"It was a little run down, but they were doing some renovations to the property",,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Negative,No message
1.0896876684556485e+20,Matt Cornell,2016-08-02 02:34:46.642,4,"it's alright. seen better, seen worse",,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Positive,No message
1.083060757194933e+20,Nicole Manley,2016-12-13 16:05:10.949,3,Nice people,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Positive,No message
1.1492318492152468e+20,Kara Sommarstrom,2016-12-05 06:54:54.726,3,Never provided me with clean towels & other miscellaneous toiletries throughout my whole weeks stay.,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Positive,No message
1.0846902368417676e+20,Steven Williams,2016-12-01 16:57:52.202,1,"Not good house keeping . and its people knocking the door all hours of the night
Me and my wife wouldn't stay there again",,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Negative,No message
1.0081896593849994e+20,Rebecca Kasper,2015-07-10 07:04:25.074,2,Not to bad-,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Negative,No message
1.0463934737077744e+20,Kevin Minugh,2016-02-07 01:44:07.914,4,For the price..it was ok,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Positive,No message
1.1139439166575205e+20,michelle spitler,2016-12-23 18:35:41.395,3,Depends what ur there for,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Neutral,No message
1.0425553614140772e+20,Nae Rose,2013-05-05 18:21:15.532,5,4 Stars,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,Neutral,No message
1.05329075734588e+20,Khristy Davidson,2017-01-15 06:48:27.361,1,,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,No message,No message
1.0064369760462124e+20,Martin Gehling,2015-11-20 19:03:09.643,1,,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,No message,No message
1.107341130237612e+20,adrian amezquita,2018-06-17 00:43:36.233,3,,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,No message,No message
1.0688429897665164e+20,jennifer vannote,2015-02-03 23:02:58.434,5,,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,No message,No message
1.1201260610714676e+20,Cristian “Dream_ski” Nava,2015-10-24 13:25:38.379,1,,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,No message,No message
1.1457603761132547e+20,Lakeisha Colbert,2016-10-12 07:32:50.194,5,,,0x8094677ef8ae34c9:0x8af1b0f41fd35319,California,,,No message,No message
1.0117543302934764e+20,Chu X2,2021-07-10 01:47:49.918,4,this place is okay too cheap Cat likes to have fun,,0x808fbfb976815bc9:0x474c80cf926d4148,California,,,Positive,No message
1.1798468238064923e+20,Xander Gomez,2021-07-20 17:54:34.850,2,"Motel desperately needs renovation.  Rooms are old and outdated, smell moldy, not very clean...simply put, this property needs to be redeveloped.  Perhaps converting it to housing for the homeless and / or low income housing.",,0x808fbfb976815bc9:0x474c80cf926d4148,California,,,Negative,No message
1.0964169866324808e+20,Quintin Collins,2021-01-06 14:17:01.459,1,The jury is still out on this one some days you get a good Room everything is good some days you gotta roll the dice and hope everything goes all right,"[{'url': ['https://lh5.googleusercontent.com/p/AF1QipPUZAjdX3LR2i3x2M3P-Ck5w8EiLyHNDQRK8_D5=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMpB-eO_ZqOzYRgc5wkszvKXZ9YTEa91YQKe_0s=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMldhr35tU9kLfCvybSa9Xt1WqvgANq8qFx5Nyy=w150-h150-k-no-p']}]",0x808fbfb976815bc9:0x474c80cf926d4148,California,,,Positive,No message
1.1188435272818355e+20,John Breckner,2021-03-22 07:10:56.641,1,"This is a filthy dump, most of the staff are rude and speak to people inappropriately.
The rooms i have been in have bad plumbing and the rugs are so old that if you walk around with no shoes your socks will be black in less than an hour.
Alot of people Screaming and fighting in their rooms",,0x808fbfb976815bc9:0x474c80cf926d4148,California,,,Negative,No message
